Plant_Nb;Cane_nb;Req;Intermediate;Type;X;Y;Z;Inter;Row;L_Internode;L_Cumulated;Xabs;Yabs;Zabs
2;4;1;1;1;-66.55;-5.59;-121.81;9.78;12;9.78;91.5;-66.55;-5.59;121.81
2;5;;;2;-8.41;-4.7;-56.18;87.68;0;0;0;-8.41;-4.7;56.18
2;5;;;2;-8.09;-5.07;-56.4;0.54;1;0.54;0.5;-8.09;-5.07;56.4
2;5;;;2;-7.92;-6.46;-58.12;2.22;2;2.22;2.8;-7.92;-6.46;58.12
2;5;;;2;-8.54;-8.23;-62.62;4.88;3;4.88;7.6;-8.54;-8.23;62.62
2;5;;;2;-10.37;-10.04;-68.53;6.45;4;6.45;14.1;-10.37;-10.04;68.53
2;5;;;2;-13.53;-9.51;-76.67;8.75;5;8.75;22.8;-13.53;-9.51;76.67
2;5;;;2;-19.78;-6.91;-86.05;11.57;6;11.57;34.4;-19.78;-6.91;86.05
2;5;;;2;-24.69;-2.6;-94.23;10.47;7;10.47;44.9;-24.69;-2.6;94.23
2;5;;;2;-31.15;-0.03;-100.93;9.66;8;9.66;54.5;-31.15;-0.03;100.93
2;5;;;2;-38.1;1.9;-110.05;11.63;9;11.63;66.1;-38.1;1.9;110.05
2;5;2;2;2;-44.8;2.23;-118.16;10.52;10;10.52;76.7;-44.8;2.23;118.16
2;6;;;1;4.2;2.85;-52.65;81.81;0;0;0;4.2;2.85;52.65
2;6;;;1;4.34;3.84;-53.17;1.13;1;1.13;1.1;4.34;3.84;53.17
2;6;;;1;4.17;5.95;-55.97;3.51;2;3.51;4.6;4.17;5.95;55.97
2;6;;;1;3.18;9.45;-59.47;5.05;3;5.05;9.7;3.18;9.45;59.47
2;6;1;1;1;3.43;12.85;-64.58;6.14;4;6.14;15.8;3.43;12.85;64.58
2;7;;;2;4.57;1.69;-53.84;15.53;0;0;0;4.57;1.69;53.84
2;7;;;2;4.53;1.3;-54.29;0.6;1;0.6;0.6;4.53;1.3;54.29
2;7;;;2;4.44;0.86;-56.4;2.16;2;2.16;2.8;4.44;0.86;56.4
2;7;;;2;3.99;0.54;-60.65;4.29;3;4.29;7;3.99;0.54;60.65
2;7;;;2;2.84;-0.56;-67.04;6.59;4;6.59;13.6;2.84;-0.56;67.04
2;7;;;2;1.27;-1.17;-76.27;9.38;5;9.38;23;1.27;-1.17;76.27
2;7;;;2;-2.54;-4.75;-86.54;11.52;6;11.52;34.5;-2.54;-4.75;86.54
2;7;;;2;-5.61;-6.28;-95.19;9.31;7;9.31;43.8;-5.61;-6.28;95.19
2;7;;;2;-9.61;-9.03;-102.27;8.58;8;8.58;52.4;-9.61;-9.03;102.27
2;7;;;2;-11.73;-15.53;-110.95;11.05;9;11.05;63.5;-11.73;-15.53;110.95
2;7;2;2;2;-15.89;-18.7;-117.5;8.38;10;8.38;71.9;-15.89;-18.7;117.5
2;8;;;1;9.96;0.02;-60.24;65.55;0;0;0;9.96;0.02;60.24
2;8;;;1;9.04;0.12;-61.05;1.23;1;1.23;1.2;9.04;0.12;61.05
2;8;;;1;5.26;0.57;-63.64;4.6;2;4.6;5.8;5.26;0.57;63.64
2;8;;;1;1.06;1.29;-67.71;5.89;3;5.89;11.7;1.06;1.29;67.71
2;8;;;1;-6.2;0.41;-72.02;8.49;4;8.49;20.2;-6.2;0.41;72.02
2;8;;;1;-13.83;1.01;-77.62;9.48;5;9.48;29.7;-13.83;1.01;77.62
2;8;;;1;-24.52;-2.03;-84.14;12.89;6;12.89;42.6;-24.52;-2.03;84.14
2;8;;;1;-32.62;-2.59;-90.49;10.31;7;10.31;52.9;-32.62;-2.59;90.49
2;8;;;1;-42.84;-4.94;-94.54;11.24;8;11.24;64.1;-42.84;-4.94;94.54
2;8;;;1;-51.95;-3.75;-100.04;10.71;9;10.71;74.8;-51.95;-3.75;100.04
2;8;1;1;1;-62.89;-4.09;-102.34;11.18;10;11.18;86;-62.89;-4.09;102.34
2;9;;;2;10.21;-2.84;-62;83.5;0;0;0;10.21;-2.84;62
2;9;;;2;10.37;-3.53;-63.16;1.36;1;1.36;1.4;10.37;-3.53;63.16
2;9;;;2;11.59;-4.75;-66.91;4.13;2;4.13;5.5;11.59;-4.75;66.91
2;9;;;2;13.3;-4.95;-72.45;5.8;3;5.8;11.3;13.3;-4.95;72.45
2;9;;;2;15.44;-5.37;-79.65;7.52;4;7.52;18.8;15.44;-5.37;79.65
2;9;;;2;20.29;-4.57;-88.8;10.39;5;10.39;29.2;20.29;-4.57;88.8
2;9;;;2;23.89;-5.16;-96.51;8.53;6;8.53;37.7;23.89;-5.16;96.51
2;9;;;2;28.72;-4.45;-103.97;8.92;7;8.92;46.6;28.72;-4.45;103.97
2;9;;;2;36.43;-6.5;-114.93;13.56;8;13.56;60.2;36.43;-6.5;114.93
2;9;2;2;2;43.53;-8.05;-121.77;9.98;9;9.98;70.2;43.53;-8.05;121.77
2;10;;;1;17.38;0.94;-57.16;70.28;0;0;0;17.38;0.94;57.16
2;10;;;1;17.66;1.01;-57.08;0.3;1;0.3;0.3;17.66;1.01;57.08
2;10;;;1;18.91;2.2;-57.89;1.91;2;1.91;2.2;18.91;2.2;57.89
2;10;;;1;20.68;3.22;-60.85;3.6;3;3.6;5.8;20.68;3.22;60.85
2;10;;;1;23.4;4.28;-67.03;6.83;4;6.83;12.6;23.4;4.28;67.03
2;10;;;1;26.49;3.07;-75.45;9.05;5;9.05;21.7;26.49;3.07;75.45
2;10;;;1;27.63;0.08;-87.86;12.82;6;12.82;34.5;27.63;0.08;87.86
2;10;;;1;29.71;-2.37;-96.63;9.34;7;9.34;43.8;29.71;-2.37;96.63
2;10;;;1;30.9;-3.11;-106.31;9.78;8;9.78;53.6;30.9;-3.11;106.31
2;10;;;1;35.14;-2.83;-118.86;13.25;9;13.25;66.9;35.14;-2.83;118.86
2;10;1;1;1;35.94;-2.12;-129.4;10.59;10;10.59;77.5;35.94;-2.12;129.4
2;11;;;1;23.82;-1.96;-56.7;73.7;0;0;0;23.82;-1.96;56.7
2;11;;;1;26.75;-0.75;-56.59;3.17;1;3.17;3.2;26.75;-0.75;56.59
2;11;;;1;30.73;0.09;-58.49;4.49;2;4.49;7.7;30.73;0.09;58.49
2;11;;;1;34.9;-0.47;-61.53;5.19;3;5.19;12.9;34.9;-0.47;61.53
2;11;;;1;37.61;0.21;-65.05;4.49;4;4.49;17.3;37.61;0.21;65.05
2;11;;;1;42.95;-0.96;-69.93;7.33;5;7.33;24.7;42.95;-0.96;69.93
2;11;;;1;48.21;1.01;-75.99;8.26;6;8.26;32.9;48.21;1.01;75.99
2;11;1;1;1;52.12;-0.74;-81.42;6.92;7;6.92;39.9;52.12;-0.74;81.42
2;12;;;2;23.38;-0.75;-58;37.07;0;0;0;23.38;-0.75;58
2;12;;;2;23.51;-0.65;-58.76;0.78;1;0.78;0.8;23.51;-0.65;58.76
2;12;;;2;24.21;-0.98;-61.43;2.78;2;2.78;3.6;24.21;-0.98;61.43
2;12;;;2;25.49;-1.51;-66.63;5.38;3;5.38;8.9;25.49;-1.51;66.63
2;12;;;2;26.77;-3.34;-72.64;6.41;4;6.41;15.4;26.77;-3.34;72.64
2;12;2;2;2;28.31;-4.71;-82.03;9.61;5;9.61;25;28.31;-4.71;82.03
3;13;;;1;-29.93;4.5;-64.42;61.54;0;0;0;70.07;4.5;64.42
3;13;;;1;-29.29;3.72;-64.01;1.09;1;1.09;1.1;70.71;3.72;64.01
3;13;;;1;-24.56;-3.52;-65.26;8.74;2;8.74;9.8;75.44;-3.52;65.26
3;13;;;1;-20.92;-7.59;-69.17;6.72;3;6.72;16.5;79.08;-7.59;69.17
3;13;;;1;-15.38;-10.43;-77.97;10.78;4;10.78;27.3;84.62;-10.43;77.97
3;13;;;1;-16.79;-3.78;-85.66;10.26;5;10.26;37.6;83.21;-3.78;85.66
3;13;;;1;-17.51;-0.62;-92.9;7.93;6;7.93;45.5;82.49;-0.62;92.9
3;13;;;1;-18.85;3.17;-102.26;10.19;7;10.19;55.7;81.15;3.17;102.26
3;13;;;1;-19.94;4.49;-110.08;8.01;8;8.01;63.7;80.06;4.49;110.08
3;13;;;1;-20.5;8.17;-116.52;7.44;9;7.44;71.1;79.5;8.17;116.52
3;13;;;1;-20.79;11.27;-123.57;7.71;10;7.71;78.9;79.21;11.27;123.57
3;13;1;1;1;-21.67;14.05;-127.93;5.25;11;5.25;84.1;78.33;14.05;127.93
3;14;;;2;-30.82;2.82;-66.54;63.08;0;0;0;69.18;2.82;66.54
3;14;;;2;-30.95;3.08;-67.96;1.45;1;1.45;1.4;69.05;3.08;67.96
3;14;;;2;-31.99;3.38;-70.08;2.38;2;2.38;3.8;68.01;3.38;70.08
3;14;;;2;-33.68;3.27;-74.23;4.48;3;4.48;8.3;66.32;3.27;74.23
3;14;;;2;-36.99;2.76;-79.53;6.27;4;6.27;14.6;63.01;2.76;79.53
3;14;;;2;-38.9;1.66;-87.35;8.12;5;8.12;22.7;61.1;1.66;87.35
3;14;;;2;-41.71;-2.54;-96.94;10.84;6;10.84;33.5;58.29;-2.54;96.94
3;14;;;2;-41.44;-5.37;-105.01;8.56;7;8.56;42.1;58.56;-5.37;105.01
3;14;;;2;-43.64;-9.45;-112.28;8.62;8;8.62;50.7;56.36;-9.45;112.28
3;14;;;2;-46.11;-12.59;-122.72;11.18;9;11.18;61.9;53.89;-12.59;122.72
3;14;;;2;-47.74;-15.89;-128.61;6.95;10;6.95;68.8;52.26;-15.89;128.61
3;14;2;2;2;-49.23;-17.02;-135.93;7.56;11;7.56;76.4;50.77;-17.02;135.93
3;15;;;1;-22.06;7.68;-62.84;81.8;0;0;0;77.94;7.68;62.84
3;15;;;1;-21.66;9.13;-64.6;2.32;1;2.32;2.3;78.34;9.13;64.6
3;15;;;1;-21.43;11.15;-68.54;4.43;2;4.43;6.7;78.57;11.15;68.54
3;15;;;1;-22.83;14.22;-74.44;6.8;3;6.8;13.5;77.17;14.22;74.44
3;15;1;1;1;-22.8;17.36;-78.73;5.32;4;5.32;18.9;77.2;17.36;78.73
3;16;;;2;-20.64;5.46;-65.07;18.24;0;0;0;79.36;5.46;65.07
3;16;;;2;-19.67;2.9;-71.46;6.95;1;6.95;7;80.33;2.9;71.46
3;16;;;2;-19.06;0.52;-78.51;7.47;2;7.47;14.4;80.94;0.52;78.51
3;16;;;2;-16.21;-0.57;-88.18;10.14;3;10.14;24.6;83.79;-0.57;88.18
3;16;;;2;-13.33;-4.65;-101.99;14.69;4;14.69;39.2;86.67;-4.65;101.99
3;16;;;2;-10.82;-7.39;-113.39;11.99;5;11.99;51.2;89.18;-7.39;113.39
3;16;2;2;2;-10.54;-12.27;-124.56;12.19;6;12.19;63.4;89.46;-12.27;124.56
3;17;;;1;0.52;7.13;-55.73;72.36;0;0;0;100.52;7.13;55.73
3;17;;;1;1.4;6.75;-57.01;1.6;1;1.6;1.6;101.4;6.75;57.01
3;17;;;1;3.38;6.36;-60.25;3.82;2;3.82;5.4;103.38;6.36;60.25
3;17;;;1;6.16;6.34;-65.65;6.07;3;6.07;11.5;106.16;6.34;65.65
3;17;;;1;9.97;3.86;-73.98;9.49;4;9.49;21;109.97;3.86;73.98
3;17;;;1;14.85;1.77;-84.34;11.64;5;11.64;32.6;114.85;1.77;84.34
3;17;;;1;16.79;-1.02;-92.47;8.81;6;8.81;41.4;116.79;-1.02;92.47
3;17;;;1;20.1;-2.59;-100.87;9.16;7;9.16;50.6;120.1;-2.59;100.87
3;17;;;1;21.54;-7.34;-113.87;13.92;8;13.92;64.5;121.54;-7.34;113.87
3;17;1;1;1;22.97;-10.1;-123.71;10.32;9;10.32;74.8;122.97;-10.1;123.71
3;18;;;0;2.16;6.2;-50.55;77.79;0;0;0;102.16;6.2;50.55
3;18;;;0;2.85;5.17;-48.8;2.14;1;2.14;2.1;102.85;5.17;48.8
3;18;;;0;5.48;3.83;-46.93;3.49;2;3.49;5.6;105.48;3.83;46.93
3;18;;;0;11.91;2.61;-46.18;6.59;3;6.59;12.2;111.91;2.61;46.18
3;18;;;0;20.68;-0.62;-47.83;9.49;4;9.49;21.7;120.68;-0.62;47.83
3;18;g;0;0;30.91;-0.45;-51.95;11.03;5;11.03;32.7;130.91;-0.45;51.95
3;19;;;0;3.54;5.75;-51.66;28.06;0;0;0;103.54;5.75;51.66
3;19;;;0;5.77;5.71;-52.83;2.52;1;2.52;2.5;105.77;5.71;52.83
3;19;;;0;6.73;6.89;-53.24;1.58;2;1.58;4.1;106.73;6.89;53.24
3;19;;;0;9.65;9.93;-54.26;4.34;3;4.34;8.4;109.65;9.93;54.26
3;19;;;0;13.75;14.11;-51.93;6.3;4;6.3;14.7;113.75;14.11;51.93
3;19;;;0;14.44;18.25;-51.86;4.2;5;4.2;18.9;114.44;18.25;51.86
3;19;g;0;0;13.18;21.52;-51.61;3.51;6;3.51;22.4;113.18;21.52;51.61
3;20;;;1;10.22;-2.99;-57.95;25.49;0;0;0;110.22;-2.99;57.95
3;20;;;1;11.19;-3.58;-59.96;2.31;1;2.31;2.3;111.19;-3.58;59.96
3;20;;;1;11.59;-3.34;-64.35;4.41;2;4.41;6.7;111.59;-3.34;64.35
3;20;;;1;11.47;-4;-71.67;7.35;3;7.35;14.1;111.47;-4;71.67
3;20;;;1;12.21;-1.94;-81.33;9.9;4;9.9;24;112.21;-1.94;81.33
3;20;;;1;8.45;-0.98;-94.67;13.89;5;13.89;37.9;108.45;-0.98;94.67
3;20;;;1;6.96;-1.84;-105.36;10.83;6;10.83;48.7;106.96;-1.84;105.36
3;20;;;1;4.32;-3.15;-113.01;8.2;7;8.2;56.9;104.32;-3.15;113.01
3;20;;;1;3.33;-6.17;-121.37;8.94;8;8.94;65.8;103.33;-6.17;121.37
3;20;1;1;1;0.13;-9.89;-133.54;13.12;9;13.12;79;100.13;-9.89;133.54
3;21;;;2;9.25;-1.71;-59.16;75.38;0;0;0;109.25;-1.71;59.16
3;21;;;2;7.82;-1.46;-60.42;1.92;1;1.92;1.9;107.82;-1.46;60.42
3;21;;;2;7.2;-0.83;-64.52;4.19;2;4.19;6.1;107.2;-0.83;64.52
3;21;;;2;4.32;-1.22;-69.74;5.97;3;5.97;12.1;104.32;-1.22;69.74
3;21;;;2;1.82;-0.95;-75.86;6.62;4;6.62;18.7;101.82;-0.95;75.86
3;21;;;2;-3.54;-1.33;-84.94;10.55;5;10.55;29.3;96.46;-1.33;84.94
3;21;;;2;-7.91;-1.01;-97.59;13.39;6;13.39;42.6;92.09;-1.01;97.59
3;21;;;2;-11.24;-3.14;-109.01;12.08;7;12.08;54.7;88.76;-3.14;109.01
3;21;2;2;2;-15.19;-3.13;-120.17;11.84;8;11.84;66.6;84.81;-3.13;120.17
3;22;;;1;29.32;5.64;-66.62;70.18;0;0;0;129.32;5.64;66.62
3;22;;;1;29.34;4.62;-71.84;5.32;1;5.32;5.3;129.34;4.62;71.84
3;22;;;1;30;3.25;-76.66;5.05;2;5.05;10.4;130;3.25;76.66
3;22;;;1;29.62;2.71;-83.92;7.29;3;7.29;17.7;129.62;2.71;83.92
3;22;;;1;29.72;0.71;-91.85;8.18;4;8.18;25.8;129.72;0.71;91.85
3;22;;;1;28.22;-1.1;-102.71;11.11;5;11.11;37;128.22;-1.1;102.71
3;22;;;1;25.91;-3.9;-111.38;9.4;6;9.4;46.4;125.91;-3.9;111.38
3;22;1;1;1;23.01;-5.18;-119.64;8.85;7;8.85;55.2;123.01;-5.18;119.64
3;23;;;1;33.68;0.76;-61.8;59.12;0;0;0;133.68;0.76;61.8
3;23;;;1;33.44;-0.12;-64.02;2.4;1;2.4;2.4;133.44;-0.12;64.02
3;23;;;1;33.2;-1.05;-68.05;4.14;2;4.14;6.5;133.2;-1.05;68.05
3;23;;;1;34.21;-1.62;-73.91;5.97;3;5.97;12.5;134.21;-1.62;73.91
3;23;;;1;32.72;-1.72;-81.63;7.86;4;7.86;20.4;132.72;-1.72;81.63
3;23;;;1;30.58;-1.54;-91.74;10.34;5;10.34;30.7;130.58;-1.54;91.74
3;23;;;1;25.32;-2.28;-98.41;8.53;6;8.53;39.2;125.32;-2.28;98.41
3;23;;;1;23;-4.86;-104.42;6.94;7;6.94;46.2;123;-4.86;104.42
3;23;;;1;18.28;-8.81;-108.56;7.42;8;7.42;53.6;118.28;-8.81;108.56
3;23;;;1;13.44;-14.87;-113.39;9.14;9;9.14;62.7;113.44;-14.87;113.39
3;23;;;1;8.38;-19.08;-117.33;7.67;10;7.67;70.4;108.38;-19.08;117.33
3;23;1;1;1;4.02;-24.77;-119.76;7.57;11;7.57;78;104.02;-24.77;119.76
3;24;;;2;30.7;1.12;-63.24;67.65;0;0;0;130.7;1.12;63.24
3;24;;;2;28.79;2.31;-64.93;2.81;1;2.81;2.8;128.79;2.31;64.93
3;24;;;2;26.01;3.03;-71.05;6.76;2;6.76;9.6;126.01;3.03;71.05
3;24;;;2;23.65;3.44;-77.37;6.76;3;6.76;16.3;123.65;3.44;77.37
3;24;;;2;11.79;2.74;-101.68;27.06;4;27.06;43.4;111.79;2.74;101.68
3;24;;;2;2.92;4.49;-110.44;12.59;5;12.59;56;102.92;4.49;110.44
3;24;2;2;2;-2.45;9.3;-114.14;8.1;6;8.1;64.1;97.55;9.3;114.14
4;25;;;1;-36.92;1.56;-55.3;68.63;0;0;0;163.08;1.56;55.3
4;25;;;1;-37.33;1.79;-55.6;0.56;1;0.56;0.6;162.67;1.79;55.6
4;25;;;1;-39.51;2.12;-57.13;2.68;2;2.68;3.2;160.49;2.12;57.13
4;25;;;1;-43.08;1.54;-60.5;4.94;3;4.94;8.2;156.92;1.54;60.5
4;25;;;1;-48.05;0.38;-65.77;7.34;4;7.34;15.5;151.95;0.38;65.77
4;25;;;1;-50;-0.27;-71.67;6.25;5;6.25;21.8;150;-0.27;71.67
4;25;;;1;-53.17;-2.04;-79.47;8.6;6;8.6;30.4;146.83;-2.04;79.47
4;25;;;1;-55.82;-3.22;-90.6;11.5;7;11.5;41.9;144.18;-3.22;90.6
4;25;;;1;-60.63;-6.14;-97.98;9.28;8;9.28;51.2;139.37;-6.14;97.98
4;25;;;1;-62.96;-9.08;-105.03;7.99;9;7.99;59.1;137.04;-9.08;105.03
4;25;;;1;-66.53;-11.71;-113.15;9.25;10;9.25;68.4;133.47;-11.71;113.15
4;25;;;1;-70.1;-12.44;-122.22;9.77;11;9.77;78.2;129.9;-12.44;122.22
4;25;1;1;1;-74.43;-12.57;-129.49;8.46;12;8.46;86.6;125.57;-12.57;129.49
4;26;;;2;-36.34;1.82;-57.69;82.54;0;0;0;163.66;1.82;57.69
4;26;;;2;-35.99;1.75;-58.36;0.76;1;0.76;0.8;164.01;1.75;58.36
4;26;;;2;-34.56;0.42;-62.29;4.39;2;4.39;5.1;165.44;0.42;62.29
4;26;;;2;-33.35;-1.06;-66.78;4.88;3;4.88;10;166.65;-1.06;66.78
4;26;;;2;-31.63;-1.81;-72.49;6.01;4;6.01;16;168.37;-1.81;72.49
4;26;;;2;-29.15;-3.14;-81.43;9.37;5;9.37;25.4;170.85;-3.14;81.43
4;26;;;2;-26.68;-3.38;-88.46;7.46;6;7.46;32.9;173.32;-3.38;88.46
4;26;;;2;-25.02;-4.6;-95.49;7.33;7;7.33;40.2;174.98;-4.6;95.49
4;26;;;2;-22.98;-6.32;-105.82;10.67;8;10.67;50.9;177.02;-6.32;105.82
4;26;;;2;-24.69;-10.16;-113.08;8.39;9;8.39;59.2;175.31;-10.16;113.08
4;26;;;2;-24.81;-13.29;-120.95;8.47;10;8.47;67.7;175.19;-13.29;120.95
4;26;2;2;2;-27.2;-18.62;-131.43;12;11;12;79.7;172.8;-18.62;131.43
4;27;;;1;-29.16;-0.57;-61.02;72.71;0;0;0;170.84;-0.57;61.02
4;27;;;1;-30.72;-1.51;-62.72;2.49;1;2.49;2.5;169.28;-1.51;62.72
4;27;;;1;-32.9;-2.38;-66.92;4.81;2;4.81;7.3;167.1;-2.38;66.92
4;27;;;1;-36.02;-2.69;-72.67;6.55;3;6.55;13.9;163.98;-2.69;72.67
4;27;;;1;-39.92;-3.44;-81.29;9.49;4;9.49;23.3;160.08;-3.44;81.29
4;27;;;1;-48.29;-3.28;-92.21;13.76;5;13.76;37.1;151.71;-3.28;92.21
4;27;;;1;-54.43;-6.39;-99.56;10.07;6;10.07;47.2;145.57;-6.39;99.56
4;27;;;1;-61.47;-7.91;-104.92;8.98;7;8.98;56.1;138.53;-7.91;104.92
4;27;;;1;-71.58;-12.97;-111.94;13.31;8;13.31;69.5;128.42;-12.97;111.94
4;27;;;1;-77.87;-14.7;-118.07;8.95;9;8.95;78.4;122.13;-14.7;118.07
4;27;1;1;1;-84.84;-19.59;-126.62;12.07;10;12.07;90.5;115.16;-19.59;126.62
4;28;;;2;-31.02;2.32;-60.11;88.32;0;0;0;168.98;2.32;60.11
4;28;;;2;-31.73;2.84;-61.99;2.08;1;2.08;2.1;168.27;2.84;61.99
4;28;;;2;-32.88;3.78;-64.96;3.32;2;3.32;5.4;167.12;3.78;64.96
4;28;;;2;-34.1;3.86;-71.95;7.1;3;7.1;12.5;165.9;3.86;71.95
4;28;;;2;-36.92;2.8;-82.08;10.57;4;10.57;23.1;163.08;2.8;82.08
4;28;;;2;-38.7;-1.5;-96.55;15.2;5;15.2;38.3;161.3;-1.5;96.55
4;28;;;2;-39.94;-4.1;-110.45;14.2;6;14.2;52.5;160.06;-4.1;110.45
4;28;2;2;2;-35.8;-6.57;-121.6;12.15;7;12.15;64.6;164.2;-6.57;121.6
4;29;;;2;-31.81;2.03;-59.39;62.93;0;0;0;168.19;2.03;59.39
4;29;;;2;-32.3;2.4;-59.51;0.63;1;0.63;0.6;167.7;2.4;59.51
4;29;;;2;-35.84;3.67;-61.5;4.25;2;4.25;4.9;164.16;3.67;61.5
4;29;;;2;-39.59;4.84;-65.13;5.35;3;5.35;10.2;160.41;4.84;65.13
4;29;;;2;-45.46;3.5;-71.55;8.8;4;8.8;19;154.54;3.5;71.55
4;29;;;2;-51.85;2.62;-79.77;10.45;5;10.45;29.5;148.15;2.62;79.77
4;29;;;2;-56.91;-1.01;-87.62;10.02;6;10.02;39.5;143.09;-1.01;87.62
4;29;;;2;-61.19;-0.41;-95.96;9.39;7;9.39;48.9;138.81;-0.41;95.96
4;29;;;2;-69.14;-0.99;-108.81;15.12;8;15.12;64;130.86;-0.99;108.81
4;29;;;2;-77.49;0.09;-117.36;12;9;12;76;122.51;0.09;117.36
4;29;2;2;2;-83.02;-2.76;-123.42;8.68;10;8.68;84.7;116.98;-2.76;123.42
4;30;;;0;-7.71;6.95;-51.39;104.66;0;0;0;192.29;6.95;51.39
4;30;;;0;-7.87;7.25;-51.63;0.42;1;0.42;0.4;192.13;7.25;51.63
4;30;;;0;-9.09;10.35;-54.96;4.71;2;4.71;5.1;190.91;10.35;54.96
4;30;;;0;-13.14;12.77;-59.32;6.42;3;6.42;11.6;186.86;12.77;59.32
4;30;;;0;-18.04;14.88;-66.31;8.79;4;8.79;20.3;181.96;14.88;66.31
4;30;;;0;-24.26;12.31;-72.17;8.92;5;8.92;29.3;175.74;12.31;72.17
4;30;;;0;-31.97;6.28;-82.27;14.06;6;14.06;43.3;168.03;6.28;82.27
4;30;;;0;-36.18;-1.25;-94.27;14.78;7;14.78;58.1;163.82;-1.25;94.27
4;30;;;0;-38.06;-2.28;-104.96;10.9;8;10.9;69;161.94;-2.28;104.96
4;30;;;0;-37.45;-4.6;-120.28;15.51;9;15.51;84.5;162.55;-4.6;120.28
4;30;G;0;0;-35.97;-7.18;-131.91;12;10;12;96.5;164.03;-7.18;131.91
